StationCode,ObDate,Snowfall,Snowdepth,TempMax,TempMin
USC00364214,1979-04-10,1,1,50,28
USC00364214,1979-11-30,0.5,1,29,21
USC00364214,1979-12-01,0.10000000000000001,1,37,25
USC00364214,1979-12-17,0.5,1,40,9
USC00364214,1979-12-18,0.5,1,26,7
USC00364214,1980-01-04,0.69999999999999996,1,30,14
USC00364214,1980-01-05,2.2000000000000002,2,29,21
USC00364214,1980-01-06,0.5,3,29,-1
USC00364214,1980-01-07,0,1,40,12
USC00364214,1980-01-10,0.80000000000000004,1,39,6
USC00364214,1980-01-24,0.5,1,18,6
USC00364214,1980-01-25,1,2,37,18
USC00364214,1980-01-26,0.20000000000000001,2,30,16
USC00364214,1980-01-27,0,2,35,6
USC00364214,1980-01-28,0,1,30,18
USC00364214,1980-01-29,0.10000000000000001,1,22,14
USC00364214,1980-01-30,0,1,23,4
USC00364214,1980-02-04,1.5,2,24,9
USC00364214,1980-02-05,0.5,2,28,5
USC00364214,1980-02-06,0,1,31,13
USC00364214,1980-02-12,1.1000000000000001,1,27,10
USC00364214,1980-02-13,0.40000000000000002,1,33,3
USC00364214,1980-02-16,5,3,35,19
USC00364214,1980-02-17,0.80000000000000004,4,24,2
USC00364214,1980-02-18,0.29999999999999999,3,31,0
USC00364214,1980-02-19,0,2,50,5
USC00364214,1980-02-20,0,1,55,26
USC00364214,1980-02-26,0.5,1,35,14
USC00364214,1980-02-28,0.59999999999999998,1,26,16
USC00364214,1980-02-29,0,1,24,1
USC00364214,1980-03-01,0,1,14,-1
USC00364214,1980-03-02,0.20000000000000001,1,22,-5
USC00364214,1980-03-11,1,1,47,18
USC00364214,1980-03-13,0.5,1,36,23
USC00364214,1980-03-14,4,3,34,26
USC00364214,1980-03-15,0.59999999999999998,3,41,23
USC00364214,1980-03-16,0,2,60,20
USC00364214,1980-03-18,1.5,1,57,28
USC00364214,1980-03-22,3,3,33,25
USC00364214,1980-03-23,0,2,46,27
USC00364214,1980-11-18,8,7,34,25
USC00364214,1980-11-19,0,5,34,26
USC00364214,1980-11-20,0,3,42,13
USC00364214,1980-11-21,0,2,41,10
USC00364214,1980-11-22,0,2,43,29
USC00364214,1980-11-23,0,1,41,22
USC00364214,1980-11-29,1,1,34,30
USC00364214,1980-11-30,1,1,46,31
USC00364214,1980-12-03,1,1,40,22
